|[0.06356287002563477, 43.142241353498655]|,|[0.13311004638671875, 31.11468577925998]|
|[0.07912588119506836, 25.135547512236432]|,|[0.6933448314666748, 22.960470268542863]|,|[2.8451039791107178, 19.0064658746781]|
|[1.1365108489990234, 53.76658740566371]|,|[1.7231340408325195, 52.74470210609328]|,|[3.2170279026031494, 51.884612983405084]|,|[5.452608823776245, 34.396076280988915]|
|[0.19198894500732422, 27.62318984335134]|,|[2.9389729499816895, 27.137759364954004]|
|[2.942056894302368, 33.32258205437066]|
|[0.0756828784942627, 41.09199877893831]|,|[0.08477902412414551, 35.47341756345077]|,|[0.14234495162963867, 30.610413195694345]|,|[3.0301129817962646, 22.317487902341192]|

