|[0.17768001556396484, 49.75361950255239]|,|[0.22803592681884766, 47.56589933936546]|,|[0.24924993515014648, 34.538715566296666]|,|[0.29697489738464355, 34.357307205319096]|
|[0.058917999267578125, 34.40607498305555]|,|[0.07453203201293945, 27.48547744157118]|,|[1.4058568477630615, 25.833947680576856]|
|[0.38378000259399414, 37.09534681334411]|
|[1.4411518573760986, 25.710281653637782]|
|[0.10308289527893066, 30.670733929683916]|,|[0.11644387245178223, 27.948744046885775]|,|[1.3075098991394043, 21.752477766117163]|,|[2.5494749546051025, 19.948010862896258]|

