|[0.01589679718017578, 35.711701538953896]|,|[0.12531685829162598, 27.023707089294533]|,|[1.0841929912567139, 16.42251160280508]|,|[1.3008449077606201, 13.805890147442277]|,|[1.8130419254302979, 13.765884442412359]|
|[0.024976015090942383, 18.55159735816673]|,|[0.10744380950927734, 17.87560571201342]|
|[0.04032087326049805, 34.38143905709472]|,|[0.15095782279968262, 27.11350110746875]|

