|[0.05965304374694824, 39.65048306519297]|,|[0.07030892372131348, 38.4803911897786]|,|[0.17016196250915527, 32.07448455166662]|
|[0.08259296417236328, 47.394697195039754]|,|[0.13338303565979004, 31.321655084827178]|
|[0.03574490547180176, 24.2573689650444]|,|[0.13829588890075684, 23.811401522340248]|

