|[6.4075398445129395, 47.12007754613121]|
|[0.015064001083374023, 19.848371481097235]|,|[0.02890300750732422, 19.54598175495095]|
|[0.026428937911987305, 37.408248270708754]|,|[0.06993484497070312, 34.25589678608155]|
|[0.2016289234161377, 21.426357746481134]|

