|[0.0914311408996582, 20.036992432698305]|,|[0.13001513481140137, 18.683792656598108]|,|[5.797039985656738, 17.561582450752574]|
|[0.043006181716918945, 11.59505455806338]|,|[0.0743100643157959, 10.853253340340235]|
|[3.3960280418395996, 25.083902009077843]|,|[5.856017112731934, 24.686106566593587]|
|[0.03471112251281738, 26.15532545409129]|,|[0.1731581687927246, 25.86744612897771]|,|[0.28171300888061523, 11.379511729148366]|
|[0.5703949928283691, 13.040246760508857]|
|[0.01763010025024414, 17.22992081175866]|,|[0.021398067474365234, 16.983827266307397]|,|[0.025786161422729492, 16.58212046623218]|,|[1.3847010135650635, 15.564753427062815]|
|[0.49062108993530273, 20.784266987961814]|,|[0.7398049831390381, 16.950068356611517]|
|[0.01776599884033203, 10.796650256284062]|
|[0.040197134017944336, 15.708360967261111]|
|[0.1248772144317627, 15.377296990487654]|,|[0.19434404373168945, 12.903032117487388]|,|[1.45998215675354, 11.949064974171229]|

