|[16.656085968017578, 73.8275354488379]|
|[4.54615592956543, 59.551008348068834]|
|[0.1621389389038086, 68.2691384028563]|,|[0.1704120635986328, 67.72752365997155]|,|[0.37925291061401367, 67.21881815867042]|,|[0.9075288772583008, 63.932078858947385]|,|[15.17118787765503, 61.05786773084379]|
|[1.033555030822754, 59.82285218333412]|,|[1.24733304977417, 59.44550470121562]|,|[3.3312289714813232, 58.83743797139914]|
|[0.11224102973937988, 32.34346992046195]|
|[1.4068169593811035, 50.14318770938812]|,|[1.7548558712005615, 49.086520783907396]|
|[0.28785204887390137, 56.54572369344955]|,|[0.4528229236602783, 48.66770811458178]|,|[0.6516668796539307, 47.253935497822]|
|[0.23551201820373535, 52.97421452021437]|,|[0.360184907913208, 50.0904654291927]|,|[0.5668530464172363, 47.74423184793873]|

