|[0.02108907699584961, 33.19454432948592]|,|[0.025732994079589844, 29.995299799277753]|,|[0.027474164962768555, 29.84355875216508]|,|[0.03600907325744629, 29.167422878186038]|,|[0.14068102836608887, 28.35879682271505]|,|[1.0907511711120605, 24.442877677676215]|
|[0.028376102447509766, 23.191013803265665]|,|[0.04014301300048828, 22.037575445425393]|

