|[1.200571060180664, 58.66033141180934]|
|[18.475437879562378, 64.97957715383846]|,|[29.330395936965942, 62.77757006883382]|
|[2.4849910736083984, 61.83819461428517]|,|[6.858419895172119, 60.98821176476588]|
|[0.2434070110321045, 50.93200967856921]|,|[0.320512056350708, 49.872260477769615]|,|[4.087658882141113, 49.62733386440627]|
|[2.1556589603424072, 88.81376467623865]|,|[8.238400936126709, 69.6640791077723]|,|[25.02274990081787, 68.5793987605496]|
|[0.8294880390167236, 79.73463662988222]|,|[6.284746885299683, 71.03133531816088]|
|[0.4205129146575928, 66.61879953201588]|,|[1.9024319648742676, 66.0677129281686]|,|[5.00610089302063, 61.435413195345056]|
|[35.94534397125244, 89.3415871108311]|,|[42.839375019073486, 68.8009061818862]|,|[50.84049201011658, 67.8441074823859]|
|[0.16849899291992188, 45.16534645498614]|,|[0.17938709259033203, 42.61920419082083]|,|[0.2748379707336426, 42.36589657045718]|,|[0.47920989990234375, 41.743638702810664]|,|[3.378978967666626, 38.89500747532443]|
|[0.6450018882751465, 37.12751446654619]|,|[0.7288269996643066, 36.519226825358736]|,|[1.4264318943023682, 36.112548528206645]|
|[0.08611202239990234, 30.08786215978587]|,|[0.0919189453125, 29.92010556668801]|,|[0.09820699691772461, 27.180364310161547]|

