|[0.14013314247131348, 60.70183066896969]|,|[0.2511920928955078, 60.047815330400304]|
|[0.19665312767028809, 54.826827685655545]|
|[3.9807519912719727, 55.942332671963996]|
|[0.09293794631958008, 38.27885054376066]|,|[0.11451601982116699, 37.958104550489885]|
|[0.6029419898986816, 76.43671685572471]|,|[1.9054460525512695, 74.08507204920872]|
|[0.33289504051208496, 42.431125522104054]|
|[0.07195496559143066, 34.45122925629006]|,|[0.191925048828125, 32.51950188814827]|
|[0.42716097831726074, 42.30171133664908]|,|[1.5895791053771973, 40.06472615319629]|

