|[2.3268179893493652, 28.97153619761369]|
|[0.03042888641357422, 22.580971237703615]|,|[0.8973748683929443, 20.27882649781868]|
|[0.03756880760192871, 32.92533690639692]|,|[0.09482693672180176, 32.073885955349404]|
|[0.1286020278930664, 33.33573762012541]|,|[0.4939568042755127, 27.968117910408374]|
|[0.09975886344909668, 24.41222081018774]|
|[0.06132388114929199, 25.071197438158844]|,|[2.2427239418029785, 24.703606721638344]|
|[0.9877009391784668, 40.99763908672095]|,|[15.619926929473877, 39.67488174243172]|
|[0.04833984375, 24.520644941512938]|,|[0.08893990516662598, 20.16151768849489]|

