|[0.06412005424499512, 28.042096661594794]|
|[0.5965521335601807, 49.769657271156426]|,|[2.739837169647217, 47.07623716849737]|
|[0.0664680004119873, 27.515136406812452]|,|[0.4196650981903076, 26.721792565447874]|
|[0.6803030967712402, 51.41355380122871]|,|[1.7485880851745605, 41.950304640559146]|
|[0.28537917137145996, 45.17175536087242]|,|[0.5553650856018066, 40.4838682849717]|,|[0.964259147644043, 35.68534657035773]|
|[0.43291521072387695, 41.11608268371944]|,|[0.48548412322998047, 34.54120725598414]|
|[1.1218230724334717, 29.04073800084668]|

