|[0.05679583549499512, 37.23493082602806]|,|[0.09511685371398926, 25.148658359496903]|,|[0.1214749813079834, 19.04166270223253]|
|[13.683135032653809, 40.67155105009726]|
|[0.20435380935668945, 39.93237990026043]|,|[6.504525899887085, 37.512370642165024]|,|[7.761538028717041, 34.14814149938548]|
|[0.03256797790527344, 14.923865180542874]|,|[0.69209885597229, 14.52632850604147]|
|[0.03644680976867676, 10.815227163755623]|,|[0.1053628921508789, 9.136258006927626]|

