|[0.05101609230041504, 31.78970418527928]|,|[0.12303304672241211, 23.36472720710159]|
|[0.033431053161621094, 23.982437144050103]|
|[0.02432107925415039, 23.841979457680537]|,|[0.039469003677368164, 17.934565212480344]|

