|[0.07582902908325195, 26.327333292584736]|
|[0.012579917907714844, 13.514000235621234]|
|[0.010300874710083008, 15.171766001110878]|,|[0.03991198539733887, 14.085988519759354]|
|[0.6035740375518799, 16.635372007391158]|
|[0.03158903121948242, 25.004066841967227]|
|[0.025314807891845703, 21.138595258592737]|,|[0.04154491424560547, 21.043395535482844]|,|[0.11012387275695801, 15.414132431981564]|

