|[0.07042884826660156, 45.31414391637325]|,|[0.45826292037963867, 42.53511403528383]|
|[0.060092926025390625, 46.12994147754106]|
|[0.4726579189300537, 63.99429520214629]|,|[1.551499843597412, 52.215025327280365]|

