|[0.04007887840270996, 39.60642698201652]|,|[0.12215709686279297, 39.599681712072375]|,|[10.821068048477173, 38.96456565507913]|
|[0.03785109519958496, 32.589044065502726]|
|[0.7845399379730225, 52.629927777015894]|,|[1.858104944229126, 51.70581860509181]|,|[2.0842061042785645, 41.15720510920338]|,|[7.555598020553589, 40.563132292752485]|
|[0.1060340404510498, 36.66431881255216]|
|[0.04829096794128418, 23.276460195141848]|,|[0.3047819137573242, 22.487736408068873]|,|[13.053760051727295, 21.715906256000128]|

