|[0.1935560703277588, 73.65352163867706]|,|[0.7126631736755371, 64.37540667330298]|
|[0.06305503845214844, 38.78025830514595]|,|[0.08101010322570801, 37.716715257077745]|,|[0.09453415870666504, 37.55966192615749]|
|[0.15708708763122559, 81.65282687966243]|,|[0.29122400283813477, 80.28110827165548]|,|[0.35298800468444824, 57.24807524880567]|
|[0.040212154388427734, 41.23827472644058]|,|[0.6170129776000977, 40.03740549957806]|

