|[0.02567911148071289, 45.16203549395495]|,|[0.026720046997070312, 45.12483647676485]|,|[0.02752399444580078, 43.66752745788024]|,|[0.9389400482177734, 42.35716320171546]|,|[1.6914689540863037, 42.21250035423281]|,|[1.711812973022461, 40.02946566512603]|

