|[1.3000431060791016, 42.84507181724053]|,|[1.7615880966186523, 42.77720392993541]|,|[2.1012301445007324, 42.36136362658183]|,|[2.7024190425872803, 36.91318295544836]|
|[0.5394501686096191, 49.50235505913319]|,|[0.662539005279541, 43.0106973090388]|,|[7.701901197433472, 26.189465697332466]|,|[10.804290056228638, 26.074995182921626]|
|[0.016765117645263672, 26.18990345963938]|,|[0.0233461856842041, 26.051056108315354]|,|[0.02449798583984375, 25.10094990257831]|,|[0.05367112159729004, 24.732039520239628]|
|[0.04998612403869629, 34.24066490906192]|,|[0.058145999908447266, 32.686356400677596]|,|[0.07648420333862305, 28.499569661066115]|,|[0.904494047164917, 23.978215251830168]|
|[0.10628509521484375, 27.287014339629646]|

