|[0.15150189399719238, 47.01855595385739]|
|[0.08906388282775879, 46.69314727987082]|,|[0.19086694717407227, 41.921812487166996]|,|[0.240325927734375, 41.89177571467862]|
|[0.10166382789611816, 57.33662291074655]|,|[0.10636782646179199, 57.26854262641762]|,|[0.46155881881713867, 57.019974064496]|
|[0.13456487655639648, 30.66749406260594]|,|[2.1685068607330322, 27.30596579125617]|,|[3.893298864364624, 24.846000794637447]|

