|[7.1776580810546875, 88.86906106145959]|
|[0.11257219314575195, 49.64861215566403]|
|[4.974409103393555, 54.58614074187039]|,|[6.63164210319519, 54.49581584244197]|
|[0.09392118453979492, 52.946934754454034]|,|[0.09922003746032715, 52.80024198186203]|,|[0.10444903373718262, 50.567475916216125]|,|[0.9976480007171631, 43.094858453375025]|
|[0.48099303245544434, 64.6704329144592]|,|[0.5518021583557129, 64.61876192751456]|
|[0.18240809440612793, 34.92669288891425]|,|[0.4339151382446289, 23.247789389104767]|,|[0.7589261531829834, 22.414739767970488]|,|[1.7634479999542236, 22.294941905436456]|,|[2.0609560012817383, 19.46459259780431]|,|[3.4614241123199463, 19.443917905820904]|

