|[0.04489398002624512, 34.38376986382248]|,|[0.08090996742248535, 31.681699356078756]|,|[0.20910286903381348, 30.80044758349965]|,|[0.42336106300354004, 28.657133376244463]|
|[0.16073083877563477, 33.82127551182104]|,|[0.26176905632019043, 25.12165048155268]|,|[0.6770820617675781, 21.675944345303638]|
|[0.024994850158691406, 17.81464948810574]|
|[0.03359198570251465, 25.4037218167304]|,|[0.24711990356445312, 14.714404970901192]|

