|[0.08338403701782227, 37.180449319036335]|,|[0.19255685806274414, 33.48782863626075]|
|[0.05362296104431152, 45.69206007404064]|,|[0.43091583251953125, 28.868447802101475]|,|[1.0898048877716064, 27.47566473830509]|
|[0.03176403045654297, 31.445656455227677]|
|[0.025436878204345703, 24.907879245085688]|

