|[0.04817080497741699, 26.772889007119147]|
|[0.016406774520874023, 22.269007031194114]|
|[0.06655597686767578, 22.748708011708203]|,|[0.13508391380310059, 22.618394167229166]|
|[0.03586077690124512, 18.81459182779973]|

