|[0.02422308921813965, 26.439439819469644]|,|[0.03570199012756348, 25.94525109497478]|,|[0.24330592155456543, 21.013995408649183]|,|[0.3894181251525879, 20.656266460838598]|
|[0.006654977798461914, 14.826390962700982]|,|[0.02061009407043457, 14.784532595331337]|,|[0.04947495460510254, 13.762647445306735]|

