|[0.5049359798431396, 66.98340506745731]|,|[8.29021692276001, 66.87884215038092]|
|[8.371985912322998, 56.74886017847855]|,|[9.310248851776123, 47.839136306158146]|
|[0.13009881973266602, 58.89796620523836]|
|[0.1000528335571289, 48.56549223758064]|
|[0.3676259517669678, 72.43298376337692]|,|[2.008356809616089, 66.41526627767773]|,|[5.231245994567871, 65.74173954452145]|
|[0.14423084259033203, 46.59987183769922]|,|[1.0933139324188232, 35.92797483243196]|
|[0.6574819087982178, 64.38764274552605]|
|[0.20207691192626953, 44.88320687389714]|
|[0.22160696983337402, 53.21188279266987]|
|[2.3930439949035645, 40.91145838584886]|

