|[0.015883922576904297, 37.82200131090687]|,|[6.177227973937988, 33.018308124665296]|,|[6.845587968826294, 28.845251267264267]|
|[0.058068037033081055, 47.506306820018835]|,|[0.1665189266204834, 44.251090798237215]|,|[1.8705170154571533, 43.02913432769326]|
|[0.04270005226135254, 32.518521998724076]|,|[0.20089006423950195, 32.2529374457395]|

