|[0.5423071384429932, 21.281476965873512]|
|[0.024836063385009766, 31.654537244134062]|,|[0.028393030166625977, 17.602622203404326]|,|[2.7418081760406494, 16.36050069407477]|
|[0.011490106582641602, 12.020761245189574]|,|[0.013725996017456055, 11.803312260340075]|
|[0.010553121566772461, 10.130907231974906]|,|[0.04043316841125488, 9.568742836412024]|
|[0.023157119750976562, 15.025916254316265]|

