|[0.03169107437133789, 21.760680422048043]|,|[2.1453630924224854, 21.322048029343872]|
|[1.8352000713348389, 23.880207370708646]|
|[0.04173398017883301, 22.370617349900417]|,|[0.08401012420654297, 20.021116110653843]|
|[0.031919002532958984, 20.156493161853138]|,|[0.05722618103027344, 19.238820006018603]|,|[0.12821412086486816, 19.16197626748072]|
|[4.425556182861328, 40.38208701318673]|,|[7.581457138061523, 30.387868207191236]|
|[0.06396818161010742, 15.68325729754872]|
|[0.034583091735839844, 16.19112360324931]|
|[0.1725320816040039, 41.77262796689594]|,|[0.21834397315979004, 24.04683899325237]|,|[0.7510130405426025, 18.827700971539127]|,|[1.3516509532928467, 17.897519001309583]|
|[0.13569903373718262, 24.725147901708084]|,|[0.2570979595184326, 13.55533637255936]|

