|[0.030132055282592773, 40.14663516771322]|,|[0.05130195617675781, 37.449666867054425]|
|[0.021497011184692383, 45.39752468299968]|,|[0.024378061294555664, 45.38626014464945]|,|[0.025867938995361328, 45.01082968946249]|,|[0.029148101806640625, 43.10964463720411]|,|[0.07019400596618652, 29.27393124020639]|

