|[0.07943987846374512, 43.51277583758463]|,|[0.09405803680419922, 43.306563253970324]|,|[1.3983640670776367, 42.75620081488264]|,|[3.5019021034240723, 16.142162025968325]|
|[0.23609709739685059, 27.585038169542045]|,|[0.7859570980072021, 15.917039634031916]|,|[1.6691279411315918, 13.119910200686496]|
|[0.06635808944702148, 29.905400688458762]|,|[0.5018150806427002, 16.808573415793013]|
|[9.915504932403564, 60.95003227162716]|,|[11.201823949813843, 59.27970539581984]|,|[15.491271018981934, 56.269362709244035]|,|[26.812105894088745, 20.946240922719774]|
|[0.03290891647338867, 21.809970048288108]|
|[0.10232090950012207, 29.37623947588676]|,|[2.4689040184020996, 14.587630210697156]|
|[0.3329899311065674, 27.144091169483843]|,|[0.4182889461517334, 17.646320375847985]|
|[0.03014206886291504, 13.049702817330544]|,|[0.13147592544555664, 11.52481853246003]|
|[0.018192052841186523, 15.110801061338117]|
|[0.03576302528381348, 15.238053461227036]|,|[0.29352307319641113, 13.102403509812499]|
|[1.087217092514038, 25.711332986893424]|,|[5.875349044799805, 25.495127360747727]|,|[22.074095010757446, 25.15601628454337]|

