|[0.07184600830078125, 44.05818635953325]|,|[0.11358213424682617, 43.31058331583726]|,|[0.2138810157775879, 42.807782929453786]|,|[0.2244861125946045, 41.58002803789827]|,|[0.4542980194091797, 36.078330247766104]|

