|[0.0446009635925293, 30.97543634440599]|,|[0.17636799812316895, 30.657012092050447]|,|[2.09527587890625, 29.198543315578785]|
|[0.016494035720825195, 18.55303093958775]|,|[0.03563499450683594, 17.942909967546644]|
|[0.008909940719604492, 14.533141691266657]|
|[0.005181074142456055, 8.460011092342423]|,|[0.029999971389770508, 8.338046016513903]|

