|[0.009491920471191406, 24.948835007309476]|,|[0.012429952621459961, 24.638690701826174]|,|[0.01617288589477539, 24.531644355799433]|,|[0.05162692070007324, 23.883069589287715]|
|[0.012676000595092773, 22.468781225099384]|,|[0.022973060607910156, 22.071914414781315]|,|[1.0756099224090576, 19.987907658132357]|

