|[0.13748908042907715, 33.93565939360059]|,|[4.550085067749023, 32.16540521547737]|,|[14.099019050598145, 27.524757235784858]|
|[16.30389904975891, 59.442380726513655]|
|[0.3886590003967285, 41.89547599483762]|,|[1.9076380729675293, 40.33097276297295]|,|[14.25196099281311, 25.424177536397007]|
|[0.04025006294250488, 34.6924257216113]|,|[0.13225603103637695, 28.272406940904613]|,|[0.7101030349731445, 27.654728389780335]|
|[14.538865089416504, 46.90746208489078]|,|[15.644313097000122, 35.1658002336235]|
|[0.0604100227355957, 35.78059240364266]|,|[0.06849098205566406, 32.86979484532195]|,|[0.16226410865783691, 30.21788119092511]|,|[13.81169605255127, 23.449393456158838]|
|[1.3227689266204834, 39.69692991886969]|,|[12.78898811340332, 39.214195980191015]|,|[14.899087905883789, 36.710678806700614]|

