|[0.10111093521118164, 29.890092106206122]|,|[0.38942813873291016, 25.08575611513501]|,|[1.5643489360809326, 19.02048095156899]|
|[0.21103906631469727, 63.308641806925905]|,|[0.28775811195373535, 39.207236373247575]|
|[0.03642606735229492, 17.012033732194915]|,|[0.042099952697753906, 16.744555886866642]|

